EmployeeID,Gender,Age,IndigenousIdentity,DisabilityStatus,Role,WARegion,EmploymentType,Status,CommencementDate,SeparationDate,FTE
ED104340,Female,43,No,No,Teacher,Goldfields,Casual,Active,2005-07-25,,0.2
ED104341,Female,35,No,No,Teacher,South Metro,Permanent Full-Time,Active,2015-02-08,,1.0
ED104342,Female,64,No,No,Education Assistant,Wheatbelt,Permanent Full-Time,Active,2005-06-30,,1.0
ED104343,Male,36,No,No,Education Assistant,Pilbara,Permanent Full-Time,Active,2020-02-25,,1.0
ED104344,Male,30,No,No,Lead Teacher,North Metro,Fixed Term,Active,2024-08-30,,1.0
ED104345,Female,50,No,No,Teacher,Great Southern,Permanent Part-Time,Terminated,2024-01-08,2025-04-12,0.6
ED104346,Female,36,No,No,Education Assistant,Pilbara,Permanent Full-Time,Active,2023-07-20,,1.0
ED104347,Female,34,No,No,Lead Teacher,Wheatbelt,Permanent Full-Time,Active,2025-03-19,,1.0
ED104348,Female,50,No,No,Education Assistant,Goldfields,Permanent Part-Time,Active,2025-05-29,,0.6
ED104349,Female,31,No,No,Lead Teacher,Wheatbelt,Permanent Full-Time,Active,2019-08-27,,1.0
ED104350,Female,26,No,No,Education Assistant,North Metro,Casual,Active,2025-05-26,,0.2
ED104351,Female,64,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2020-10-26,,1.0
ED104352,Female,50,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2018-01-24,,1.0
ED104353,Female,40,No,No,School Administrator,North Metro,Fixed Term,Active,2017-10-08,,1.0
ED104354,Female,43,No,No,Teacher,North Metro,Permanent Full-Time,Active,2021-08-10,,1.0
ED104355,Female,50,No,No,Lead Teacher,Mid West,Permanent Full-Time,Active,2014-11-01,,1.0
ED104356,Male,55,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2015-05-29,,1.0
ED104357,Female,34,No,No,Lead Teacher,North Metro,Permanent Part-Time,Active,2020-06-23,,0.6
ED104358,Male,48,No,No,Lead Teacher,Wheatbelt,Permanent Full-Time,Active,2020-09-10,,1.0
ED104359,Male,37,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2013-05-28,,1.0
ED104360,Male,41,No,Yes,Teacher,South Metro,Permanent Full-Time,Active,2014-08-22,,1.0
ED104361,Male,45,No,No,Lead Teacher,Wheatbelt,Fixed Term,Terminated,2010-04-02,2012-07-20,1.0
ED104362,Female,43,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2011-12-15,,1.0
ED104363,Male,52,No,No,Teacher,North Metro,Permanent Full-Time,Active,2002-06-20,,1.0
ED104364,Female,49,No,No,Teacher,North Metro,Permanent Full-Time,Active,2001-11-28,,1.0
ED104365,Female,25,No,No,Principal,South Metro,Permanent Part-Time,Active,2025-09-28,,0.6
ED104366,Male,27,No,No,Teacher,South Metro,Fixed Term,Active,2024-09-29,,1.0
ED104367,Male,39,No,No,Teacher,Mid West,Permanent Full-Time,Active,2016-01-21,,1.0
ED104368,Male,65,No,No,Teacher,Mid West,Fixed Term,Active,1998-07-25,,1.0
ED104369,Male,33,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-06-25,,1.0
ED104370,Male,41,No,No,Teacher,Mid West,Permanent Full-Time,Active,2021-06-13,,1.0
ED104371,Female,37,No,No,Teacher,North Metro,Fixed Term,Active,2016-10-18,,1.0
ED104372,Male,37,No,No,Teacher,North Metro,Permanent Full-Time,Active,2014-02-13,,1.0
ED104373,Female,46,No,No,Teacher,Wheatbelt,Permanent Part-Time,Active,2013-09-09,,0.6
ED104374,Male,60,No,No,Teacher,North Metro,Fixed Term,Active,2016-06-10,,1.0
ED104375,Male,49,No,No,Teacher,North Metro,Permanent Full-Time,Active,2010-02-12,,1.0
ED104376,Male,34,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2022-05-12,,1.0
ED104377,Female,67,No,No,Education Assistant,South Metro,Fixed Term,Active,1997-10-12,,1.0
ED104378,Female,44,No,No,Teacher,Wheatbelt,Permanent Full-Time,Terminated,2005-06-30,2024-12-12,1.0
ED104379,Female,37,No,No,Teacher,North Metro,Permanent Full-Time,Active,2015-06-14,,1.0
ED104380,Male,60,No,No,Teacher,North Metro,Permanent Full-Time,Active,2021-06-14,,1.0
ED104381,Female,38,No,No,Teacher,North Metro,Permanent Full-Time,Active,2023-04-27,,1.0
ED104382,Female,63,No,Yes,Lead Teacher,South Metro,Permanent Part-Time,Active,2009-08-03,,0.6
ED104383,Female,33,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2016-06-12,,1.0
ED104384,Male,61,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,1993-06-17,,0.6
ED104385,Male,46,No,No,Lead Teacher,Wheatbelt,Fixed Term,Active,2002-10-05,,1.0
ED104386,Male,59,No,No,School Administrator,South West,Permanent Full-Time,Active,2002-10-09,,1.0
ED104387,Female,66,No,No,Teacher,North Metro,Permanent Full-Time,Active,2009-12-12,,1.0
ED104388,Female,30,No,No,Teacher,South Metro,Permanent Part-Time,Active,2023-05-26,,0.6
ED104389,Female,59,No,No,Teacher,South Metro,Permanent Part-Time,Active,2021-12-20,,0.6
ED104390,Female,27,No,No,Teacher,South West,Permanent Full-Time,Active,2024-04-10,,1.0
ED104391,Male,31,No,No,Teacher,Great Southern,Permanent Full-Time,Active,2017-05-05,,1.0
ED104392,Female,34,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2015-05-28,,1.0
ED104393,Female,50,No,Yes,Teacher,Kimberley,Permanent Full-Time,Terminated,2016-03-21,2020-02-20,1.0
ED104394,Female,44,No,No,School Administrator,South Metro,Permanent Full-Time,Terminated,2023-04-03,2025-08-28,1.0
ED104395,Female,41,No,Yes,Education Assistant,North Metro,Permanent Part-Time,Active,2007-01-08,,0.6
ED104396,Male,45,No,No,Teacher,North Metro,Permanent Full-Time,Active,2020-05-17,,1.0
ED104397,Female,51,No,No,Teacher,South Metro,Casual,Active,2000-04-27,,0.2
ED104398,Male,52,No,No,Teacher,South Metro,Permanent Part-Time,Active,2016-12-12,,0.6
ED104399,Female,57,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2024-02-26,2025-08-20,1.0
ED104400,Female,65,No,No,Teacher,Goldfields,Permanent Full-Time,Terminated,1995-07-16,1998-12-21,1.0
ED104401,Female,43,No,No,Teacher,North Metro,Permanent Part-Time,Active,2014-02-18,,0.6
ED104402,Female,37,No,No,Teacher,South Metro,Permanent Part-Time,Active,2024-04-09,,0.6
ED104403,Male,51,No,No,Teacher,North Metro,Casual,Active,2003-11-05,,0.2
ED104404,Female,30,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2021-03-29,,1.0
ED104405,Female,35,No,No,Deputy Principal,South Metro,Permanent Full-Time,Active,2020-02-13,,1.0
ED104406,Female,55,No,No,School Administrator,North Metro,Fixed Term,Active,2004-11-29,,1.0
ED104407,Female,42,Yes,No,Teacher,South Metro,Permanent Full-Time,Active,2020-12-10,,1.0
ED104408,Male,29,No,No,Teacher,North Metro,Permanent Part-Time,Active,2022-10-12,,0.6
ED104409,Female,26,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2024-01-11,,1.0
ED104410,Female,44,No,No,Teacher,North Metro,Permanent Part-Time,Active,2014-01-10,,0.6
ED104411,Male,57,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2006-10-01,,1.0
ED104412,Female,57,No,No,Principal,Pilbara,Permanent Part-Time,Active,1992-07-25,,0.6
ED104413,Female,45,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2024-03-17,,1.0
ED104414,Female,67,Yes,No,Teacher,South Metro,Casual,Terminated,1995-10-06,2020-07-23,0.2
ED104415,Female,42,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2005-06-09,2015-12-23,1.0
ED104416,Male,42,Yes,No,Teacher,South Metro,Permanent Full-Time,Active,2025-03-25,,1.0
ED104417,Female,21,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-12-27,,1.0
ED104418,Male,38,No,No,Teacher,South Metro,Fixed Term,Active,2014-02-27,,1.0
ED104419,Female,54,No,No,Teacher,South Metro,Permanent Full-Time,Active,2003-07-07,,1.0
ED104420,Male,62,No,No,Teacher,South West,Permanent Full-Time,Active,2007-08-20,,1.0
ED104421,Female,34,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2025-05-01,,1.0
ED104422,Female,49,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2012-01-30,,1.0
ED104423,Female,56,No,No,Deputy Principal,South Metro,Permanent Full-Time,Active,2021-08-26,,1.0
ED104424,Female,44,No,No,Teacher,South West,Permanent Full-Time,Active,2019-07-20,,1.0
ED104425,Male,21,No,No,Teacher,Mid West,Permanent Part-Time,Active,2025-11-20,,0.6
ED104426,Female,46,No,No,Teacher,North Metro,Permanent Full-Time,Active,2013-01-22,,1.0
ED104427,Female,53,No,No,Teacher,Wheatbelt,Permanent Part-Time,Active,2004-12-23,,0.6
ED104428,Female,32,No,No,Teacher,South Metro,Fixed Term,Active,2022-05-18,,1.0
ED104429,Female,40,No,No,Education Assistant,Wheatbelt,Fixed Term,Active,2025-09-27,,1.0
ED104430,Non-binary,30,No,No,Principal,Wheatbelt,Permanent Part-Time,Terminated,2018-05-15,2022-06-11,0.6
ED104431,Male,21,No,No,Teacher,North Metro,Permanent Full-Time,Active,2026-04-19,,1.0
ED104432,Female,56,No,No,Teacher,Kimberley,Permanent Part-Time,Active,1996-06-01,,0.6
ED104433,Male,43,No,Yes,School Administrator,North Metro,Permanent Full-Time,Active,2010-07-14,,1.0
ED104434,Male,63,No,No,Teacher,North Metro,Permanent Full-Time,Active,2007-11-01,,1.0
ED104435,Female,54,No,No,Teacher,North Metro,Permanent Part-Time,Active,2021-10-16,,0.6
ED104436,Female,39,No,No,Teacher,Kimberley,Fixed Term,Active,2019-09-06,,1.0
ED104437,Female,43,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2011-01-02,,1.0
ED104438,Female,50,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2010-12-26,,1.0
ED104439,Female,55,No,Yes,Teacher,Kimberley,Permanent Full-Time,Active,2022-06-03,,1.0
ED104440,Female,47,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2014-11-18,,1.0
ED104441,Female,57,No,No,Education Assistant,North Metro,Permanent Part-Time,Active,2014-04-20,,0.6
ED104442,Female,40,No,No,Teacher,North Metro,Permanent Full-Time,Active,2007-10-12,,1.0
ED104443,Male,32,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-02-19,,1.0
ED104444,Female,43,No,No,Teacher,South Metro,Permanent Full-Time,Active,2024-05-12,,1.0
ED104445,Female,46,No,No,School Administrator,North Metro,Fixed Term,Active,2004-10-16,,1.0
ED104446,Male,29,No,No,Teacher,Great Southern,Permanent Part-Time,Active,2025-12-26,,0.6
ED104447,Female,27,No,No,Education Assistant,Kimberley,Fixed Term,Active,2022-08-24,,1.0
ED104448,Female,49,No,No,Teacher,North Metro,Permanent Full-Time,Active,1999-08-04,,1.0
ED104449,Male,39,No,No,Education Assistant,North Metro,Fixed Term,Active,2013-04-08,,1.0
ED104450,Male,42,No,No,Teacher,South Metro,Permanent Full-Time,Active,2009-01-19,,1.0
ED104451,Female,39,No,No,Lead Teacher,South Metro,Fixed Term,Active,2011-02-21,,1.0
ED104452,Female,62,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,1996-06-18,,1.0
ED104453,Male,59,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2013-12-14,,1.0
ED104454,Female,29,No,No,Education Assistant,Wheatbelt,Permanent Full-Time,Active,2024-08-15,,1.0
ED104455,Female,37,Yes,No,Teacher,North Metro,Permanent Full-Time,Active,2012-07-15,,1.0
ED104456,Female,54,No,No,Deputy Principal,South Metro,Permanent Full-Time,Terminated,2010-04-24,2026-04-29,1.0
ED104457,Female,51,No,No,Teacher,Wheatbelt,Fixed Term,Active,2006-04-07,,1.0
ED104458,Male,43,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2013-02-07,,1.0
ED104459,Male,30,No,No,Teacher,North Metro,Permanent Full-Time,Active,2019-01-10,,1.0
ED104460,Male,35,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2015-06-17,,1.0
ED104461,Male,37,No,No,Teacher,North Metro,Permanent Full-Time,Active,2022-12-17,,1.0
ED104462,Female,47,No,No,School Administrator,Pilbara,Permanent Part-Time,Active,2009-05-18,,0.6
ED104463,Female,64,No,No,Teacher,South Metro,Permanent Full-Time,Terminated,2001-09-17,2020-02-17,1.0
ED104464,Male,35,No,No,Principal,Mid West,Fixed Term,Active,2023-06-05,,1.0
ED104465,Female,31,No,No,Teacher,South West,Permanent Full-Time,Active,2016-06-10,,1.0
ED104466,Female,42,No,No,Teacher,South West,Fixed Term,Active,2016-02-12,,1.0
ED104467,Male,56,No,No,Teacher,South West,Permanent Full-Time,Terminated,2006-11-10,2017-07-20,1.0
ED104468,Female,26,No,No,School Administrator,South Metro,Fixed Term,Terminated,2024-07-28,2026-02-15,1.0
ED104469,Female,61,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2005-08-03,,1.0
ED104470,Male,41,No,No,Aboriginal Education Officer,South Metro,Permanent Part-Time,Active,2006-09-16,,0.6
ED104471,Non-binary,35,No,No,School Administrator,Goldfields,Permanent Full-Time,Active,2020-09-14,,1.0
ED104472,Female,24,No,No,Teacher,South West,Permanent Full-Time,Active,2025-11-04,,1.0
ED104473,Male,52,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-09-07,,1.0
ED104474,Female,41,No,No,Principal,South West,Permanent Part-Time,Active,2025-11-22,,0.6
ED104475,Female,46,No,No,Teacher,Mid West,Permanent Full-Time,Terminated,2017-11-18,2024-09-27,1.0
ED104476,Male,33,No,No,Teacher,Great Southern,Permanent Full-Time,Active,2015-06-08,,1.0
ED104477,Male,40,No,No,Teacher,South West,Permanent Part-Time,Active,2016-04-14,,0.6
ED104478,Female,38,No,No,Lead Teacher,North Metro,Permanent Part-Time,Active,2023-08-02,,0.6
ED104479,Female,42,Yes,No,Lead Teacher,North Metro,Casual,Terminated,2021-07-21,2023-09-21,0.2
ED104480,Female,35,No,No,Teacher,North Metro,Permanent Full-Time,Active,2016-09-29,,1.0
ED104481,Female,25,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-11-01,,1.0
ED104482,Female,67,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2025-09-07,,1.0
ED104483,Female,27,No,Yes,Lead Teacher,Mid West,Permanent Part-Time,Active,2022-12-05,,0.6
ED104484,Female,46,No,No,Teacher,South West,Fixed Term,Active,2013-09-01,,1.0
ED104485,Female,22,No,Yes,Education Assistant,South Metro,Casual,Active,2026-02-08,,0.2
ED104486,Female,21,No,No,Teacher,North Metro,Fixed Term,Active,2025-09-13,,1.0
ED104487,Male,45,No,No,Teacher,North Metro,Fixed Term,Active,2013-01-28,,1.0
ED104488,Female,46,No,No,Education Assistant,North Metro,Casual,Active,2017-08-13,,0.2
ED104489,Female,59,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2004-04-03,,1.0
ED104490,Male,48,No,No,Teacher,South Metro,Fixed Term,Active,2013-08-09,,1.0
ED104491,Male,42,No,No,Deputy Principal,North Metro,Permanent Part-Time,Active,2018-12-17,,0.6
ED104492,Female,32,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2025-03-23,,1.0
ED104493,Female,61,Yes,No,Education Assistant,North Metro,Permanent Full-Time,Terminated,1994-10-04,2017-10-19,1.0
ED104494,Female,55,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2020-11-20,,1.0
ED104495,Female,29,No,No,Lead Teacher,South Metro,Permanent Part-Time,Active,2021-03-15,,0.6
ED104496,Male,44,No,Yes,Teacher,South Metro,Permanent Part-Time,Terminated,2014-02-20,2020-12-28,0.6
ED104497,Female,45,No,No,Teacher,South Metro,Permanent Full-Time,Active,2016-11-27,,1.0
ED104498,Female,39,No,No,Teacher,South West,Permanent Part-Time,Active,2016-09-14,,0.6
ED104499,Female,53,No,No,Teacher,North Metro,Permanent Full-Time,Active,2012-03-26,,1.0
ED104500,Male,53,No,No,Lead Teacher,South Metro,Fixed Term,Terminated,2022-04-04,2025-03-06,1.0
ED104501,Male,41,No,No,Teacher,Pilbara,Permanent Part-Time,Active,2021-08-23,,0.6
ED104502,Female,40,No,No,Teacher,South Metro,Casual,Active,2020-10-18,,0.2
ED104503,Female,61,No,No,Teacher,South West,Permanent Full-Time,Terminated,2012-11-13,2013-06-25,1.0
ED104504,Female,55,No,No,Teacher,South Metro,Fixed Term,Active,2025-01-27,,1.0
ED104505,Female,44,No,No,Teacher,South Metro,Permanent Full-Time,Active,2013-03-24,,1.0
ED104506,Male,24,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2025-11-27,,1.0
ED104507,Female,48,No,No,Teacher,South Metro,Permanent Full-Time,Active,2006-10-08,,1.0
ED104508,Male,52,No,No,Lead Teacher,North Metro,Permanent Part-Time,Active,2000-12-10,,0.6
ED104509,Female,21,No,No,School Administrator,North Metro,Casual,Active,2026-03-11,,0.2
ED104510,Male,47,No,No,Teacher,South Metro,Permanent Full-Time,Active,2001-02-05,,1.0
ED104511,Male,38,No,No,Teacher,South Metro,Fixed Term,Terminated,2018-03-10,2022-12-22,1.0
ED104512,Female,41,No,No,Teacher,North Metro,Permanent Full-Time,Active,2020-11-13,,1.0
ED104513,Female,33,No,No,Lead Teacher,Kimberley,Permanent Full-Time,Active,2015-10-01,,1.0
ED104514,Female,42,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2016-08-25,,1.0
ED104515,Female,60,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2008-07-07,2021-07-08,1.0
ED104516,Female,38,No,No,Teacher,South Metro,Casual,Active,2016-04-05,,0.2
ED104517,Female,55,No,No,Aboriginal Education Officer,Kimberley,Permanent Part-Time,Active,2004-02-23,,0.6
ED104518,Male,34,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-03-13,,1.0
ED104519,Female,53,No,No,Teacher,South Metro,Permanent Part-Time,Active,2005-07-17,,0.6
ED104520,Male,44,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2022-09-07,,1.0
ED104521,Male,48,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2000-06-07,,1.0
ED104522,Male,44,No,No,Aboriginal Education Officer,South West,Permanent Full-Time,Active,2009-12-21,,1.0
ED104523,Female,51,No,No,Lead Teacher,Goldfields,Permanent Part-Time,Active,2025-10-05,,0.6
ED104524,Female,21,No,No,Education Assistant,North Metro,Casual,Active,2026-04-02,,0.2
ED104525,Female,26,No,No,Teacher,South Metro,Permanent Full-Time,Active,2024-02-17,,1.0
ED104526,Female,49,Yes,No,Education Assistant,South West,Permanent Full-Time,Active,2020-06-19,,1.0
ED104527,Female,21,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2026-02-19,,1.0
ED104528,Male,37,No,No,Lead Teacher,Great Southern,Permanent Full-Time,Active,2019-03-13,,1.0
ED104529,Female,43,No,Yes,Teacher,South West,Permanent Part-Time,Active,2021-11-07,,0.6
ED104530,Female,34,Yes,No,Teacher,North Metro,Permanent Full-Time,Terminated,2013-09-01,2024-12-04,1.0
ED104531,Male,35,No,No,Teacher,South West,Permanent Part-Time,Active,2025-07-01,,0.6
ED104532,Female,47,No,No,Teacher,South Metro,Permanent Full-Time,Active,2023-02-23,,1.0
ED104533,Female,56,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2012-04-08,,1.0
ED104534,Male,32,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2018-04-19,,1.0
ED104535,Female,37,Yes,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2011-03-07,,1.0
ED104536,Female,35,No,No,Teacher,South Metro,Fixed Term,Active,2013-08-30,,1.0
ED104537,Female,21,No,No,Lead Teacher,Mid West,Permanent Full-Time,Active,2025-09-23,,1.0
ED104538,Male,45,No,No,Teacher,North Metro,Permanent Full-Time,Active,2015-04-08,,1.0
ED104539,Female,55,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,1995-06-10,2012-05-04,0.6
ED104540,Female,56,No,No,Teacher,North Metro,Casual,Active,2009-11-14,,0.2
ED104541,Female,33,No,No,Teacher,North Metro,Fixed Term,Active,2015-10-11,,1.0
ED104542,Female,28,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-03-31,,1.0
ED104543,Female,44,No,No,Teacher,South Metro,Permanent Full-Time,Terminated,2022-03-18,2025-12-18,1.0
ED104544,Female,53,No,No,Teacher,North Metro,Permanent Part-Time,Active,2011-05-21,,0.6
ED104545,Female,45,No,No,Education Assistant,North Metro,Fixed Term,Active,2006-01-19,,1.0
ED104546,Female,47,No,No,Teacher,North Metro,Permanent Full-Time,Active,2004-08-10,,1.0
ED104547,Female,57,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2003-03-26,,1.0
ED104548,Female,35,No,No,Principal,South Metro,Permanent Full-Time,Active,2014-07-28,,1.0
ED104549,Female,41,No,No,Education Assistant,South West,Permanent Full-Time,Active,2015-08-07,,1.0
ED104550,Female,63,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2014-03-24,,1.0
ED104551,Female,41,No,No,Teacher,South West,Permanent Full-Time,Active,2015-11-05,,1.0
ED104552,Male,28,No,No,Teacher,Pilbara,Permanent Full-Time,Active,2020-02-03,,1.0
ED104553,Male,35,No,No,Aboriginal Education Officer,South Metro,Permanent Full-Time,Terminated,2016-10-13,2021-04-26,1.0
ED104554,Female,32,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-12-09,,1.0
ED104555,Female,48,No,No,Lead Teacher,Wheatbelt,Permanent Full-Time,Active,2009-09-09,,1.0
ED104556,Female,33,No,No,Principal,North Metro,Permanent Full-Time,Active,2020-10-18,,1.0
ED104557,Female,47,No,No,Principal,South Metro,Fixed Term,Active,2012-05-12,,1.0
ED104558,Female,35,No,No,School Administrator,Kimberley,Permanent Full-Time,Active,2026-01-30,,1.0
ED104559,Female,21,No,No,School Administrator,South Metro,Permanent Part-Time,Active,2025-05-23,,0.6
ED104560,Male,47,No,No,Deputy Principal,Wheatbelt,Fixed Term,Active,2012-03-16,,1.0
ED104561,Female,45,No,No,Teacher,North Metro,Permanent Full-Time,Active,2014-06-17,,1.0
ED104562,Female,50,No,No,Education Assistant,Kimberley,Permanent Full-Time,Active,1998-10-22,,1.0
ED104563,Male,35,No,No,Teacher,South Metro,Permanent Full-Time,Active,2018-12-21,,1.0
ED104564,Female,34,No,No,Teacher,South Metro,Permanent Part-Time,Active,2022-12-21,,0.6
ED104565,Female,48,No,Yes,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2006-02-25,,1.0
ED104566,Male,62,No,No,Teacher,South Metro,Permanent Full-Time,Terminated,2013-02-23,2020-01-14,1.0
ED104567,Male,44,No,No,Teacher,South West,Fixed Term,Terminated,2025-04-20,2026-01-23,1.0
ED104568,Male,49,No,Yes,Teacher,South Metro,Permanent Part-Time,Active,2025-05-04,,0.6
ED104569,Female,40,No,No,Education Assistant,Wheatbelt,Permanent Full-Time,Terminated,2008-05-03,2009-09-23,1.0
ED104570,Female,25,No,No,Teacher,South Metro,Permanent Part-Time,Active,2023-12-02,,0.6
ED104571,Male,55,No,No,Principal,North Metro,Permanent Full-Time,Active,2005-06-24,,1.0
ED104572,Female,54,No,No,Teacher,North Metro,Permanent Part-Time,Active,2024-04-15,,0.6
ED104573,Male,52,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2007-06-09,,1.0
ED104574,Female,41,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2022-09-28,,0.6
ED104575,Female,51,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2014-09-14,2015-05-22,1.0
ED104576,Male,54,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2024-07-24,,1.0
ED104577,Female,63,No,No,Teacher,Pilbara,Permanent Full-Time,Active,2003-10-08,,1.0
ED104578,Female,55,No,No,School Administrator,North Metro,Permanent Part-Time,Active,2010-06-03,,0.6
ED104579,Female,44,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2018-01-18,,1.0
ED104580,Female,28,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2025-11-06,,1.0
ED104581,Female,45,No,Yes,Teacher,South Metro,Permanent Full-Time,Active,2008-06-19,,1.0
ED104582,Female,47,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2008-06-28,,1.0
ED104583,Female,52,No,No,Education Assistant,North Metro,Permanent Part-Time,Active,2003-03-01,,0.6
ED104584,Male,60,No,No,Deputy Principal,South West,Casual,Active,2009-03-27,,0.2
ED104585,Female,42,No,No,School Administrator,Mid West,Permanent Part-Time,Active,2015-11-24,,0.6
ED104586,Male,67,No,No,Teacher,North Metro,Fixed Term,Terminated,2002-01-18,2012-12-25,1.0
ED104587,Female,22,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-06-25,,1.0
ED104588,Female,49,No,No,Principal,South Metro,Permanent Full-Time,Terminated,2013-05-25,2024-06-13,1.0
ED104589,Female,34,No,No,Deputy Principal,Mid West,Permanent Full-Time,Active,2021-02-08,,1.0
ED104590,Male,21,No,No,Lead Teacher,South Metro,Casual,Active,2025-10-21,,0.2
ED104591,Non-binary,41,No,No,Teacher,North Metro,Permanent Part-Time,Active,2017-03-19,,0.6
ED104592,Male,26,No,No,Teacher,Pilbara,Permanent Full-Time,Active,2022-04-02,,1.0
ED104593,Female,42,No,No,Teacher,South Metro,Permanent Full-Time,Active,2008-07-16,,1.0
ED104594,Female,44,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2014-08-08,2023-01-04,1.0
ED104595,Male,57,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2019-10-20,,1.0
ED104596,Male,25,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2025-10-05,,0.6
ED104597,Male,54,No,No,Teacher,North Metro,Permanent Full-Time,Active,1996-01-22,,1.0
ED104598,Female,45,No,No,Teacher,North Metro,Fixed Term,Active,2006-09-14,,1.0
ED104599,Non-binary,56,No,No,Teacher,South Metro,Fixed Term,Active,2021-01-26,,1.0
ED104600,Female,38,No,No,Teacher,North Metro,Fixed Term,Active,2020-11-17,,1.0
ED104601,Female,28,No,No,Education Assistant,Mid West,Fixed Term,Terminated,2022-04-01,2023-12-07,1.0
ED104602,Female,29,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2021-07-20,,1.0
ED104603,Female,28,No,No,Teacher,North Metro,Casual,Terminated,2021-05-23,2022-07-20,0.2
ED104604,Male,49,No,No,Education Assistant,Goldfields,Permanent Full-Time,Active,2003-06-15,,1.0
ED104605,Male,61,No,No,Aboriginal Education Officer,Mid West,Fixed Term,Active,2023-09-21,,1.0
ED104606,Male,37,No,No,Education Assistant,Mid West,Permanent Full-Time,Active,2015-07-30,,1.0
ED104607,Female,51,No,No,Teacher,South Metro,Permanent Full-Time,Active,2009-09-20,,1.0
ED104608,Female,25,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2025-11-21,,1.0
ED104609,Female,46,No,No,Teacher,Pilbara,Permanent Full-Time,Active,2011-02-01,,1.0
ED104610,Female,52,No,No,Teacher,Kimberley,Fixed Term,Active,2017-05-25,,1.0
ED104611,Male,26,No,No,Teacher,North Metro,Fixed Term,Active,2022-03-31,,1.0
ED104612,Female,41,No,No,Teacher,South West,Permanent Full-Time,Active,2015-09-18,,1.0
ED104613,Female,52,No,No,Teacher,North Metro,Permanent Full-Time,Active,1997-10-09,,1.0
ED104614,Female,21,No,No,Teacher,Great Southern,Permanent Part-Time,Active,2026-03-09,,0.6
